ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20221206,3968.1979,3929.0063,3988.9007,3922.9969,3946.8759,21.322,0.5402,155108323.0,275583430.841
000300.SH,20221205,3946.8759,3907.6375,3947.476,3900.6742,3870.9478,75.9281,1.9615,201747221.0,296615512.327
000300.SH,20221202,3870.9478,3886.4034,3898.1146,3865.8844,3894.7687,-23.8209,-0.6116,116786350.0,201253166.363
000300.SH,20221201,3894.7687,3921.2954,3944.5645,3893.8718,3853.0365,41.7322,1.0831,169964585.0,306678195.716
000300.SH,20221130,3853.0365,3836.5598,3867.6591,3833.8272,3848.4224,4.6141,0.1199,157511400.0,250051468.093
000300.SH,20221129,3848.4224,3766.5702,3854.7742,3766.5702,3733.2424,115.18,3.0853,178701392.0,289062336.431
000300.SH,20221128,3733.2424,3701.902,3736.0813,3672.1306,3775.7764,-42.534,-1.1265,127825748.0,196305561.706
000300.SH,20221125,3775.7764,3751.2822,3790.566,3743.4138,3756.8082,18.9682,0.5049,142929711.0,191711040.707
000300.SH,20221124,3756.8082,3791.5399,3804.8987,3751.3818,3773.5287,-16.7205,-0.4431,101073447.0,160698921.546
000300.SH,20221123,3773.5287,3760.2157,3791.1782,3753.2136,3769.5727,3.956,0.1049,144527911.0,201070601.178
000300.SH,20221122,3769.5727,3766.0817,3809.8582,3751.0448,3769.1269,0.4458,0.0118,144486334.0,203490828.432
000300.SH,20221121,3769.1269,3769.627,3769.8731,3733.9954,3801.5686,-32.4417,-0.8534,95866966.0,188230373.665
000300.SH,20221118,3801.5686,3823.8207,3840.3018,3801.5686,3818.664,-17.0954,-0.4477,115078777.0,224276131.008
000300.SH,20221117,3818.664,3821.2709,3821.7419,3776.5739,3834.3899,-15.7259,-0.4101,105940632.0,219540811.335
000300.SH,20221116,3834.3899,3860.811,3877.6781,3829.3126,3865.9726,-31.5827,-0.8169,120610964.0,235844588.245
000300.SH,20221115,3865.9726,3788.926,3871.6424,3775.4988,3794.0171,71.9555,1.8966,151515650.0,296268142.769
000300.SH,20221114,3794.0171,3818.1447,3848.4116,3781.7778,3788.4387,5.5784,0.1472,169665048.0,315536856.085
000300.SH,20221111,3788.4387,3787.7568,3828.9004,3747.0902,3685.6885,102.7502,2.7878,189685586.0,344471326.267
000300.SH,20221110,3685.6885,3685.8274,3701.5306,3665.0585,3714.2704,-28.5819,-0.7695,103509302.0,183155308.703
000300.SH,20221109,3714.2704,3750.7821,3760.4068,3711.268,3749.3251,-35.0547,-0.935,89434525.0,172029529.944
000300.SH,20221108,3749.3251,3773.6612,3779.1156,3723.3415,3775.2971,-25.972,-0.6879,99016451.0,193351324.897
000300.SH,20221107,3775.2971,3754.5227,3792.7942,3746.3715,3767.1746,8.1225,0.2156,129826371.0,251195699.937
000300.SH,20221104,3767.1746,3646.7709,3782.8823,3646.7709,3647.8966,119.278,3.2698,149734949.0,311145477.555
000300.SH,20221103,3647.8966,3645.0604,3670.1574,3628.4987,3677.8051,-29.9085,-0.8132,110566035.0,215379297.964
000300.SH,20221102,3677.8051,3620.3693,3703.465,3610.8029,3634.1732,43.6319,1.2006,141592919.0,291648245.712
000300.SH,20221101,3634.1732,3519.8174,3634.1732,3517.6209,3508.7034,125.4698,3.576,149286698.0,295089928.407
000300.SH,20221031,3508.7034,3504.507,3553.3871,3495.9509,3541.3295,-32.6261,-0.9213,138465655.0,256574822.102
000300.SH,20221028,3541.3295,3605.1598,3618.864,3533.4993,3631.1448,-89.8153,-2.4735,118772162.0,245816451.978
000300.SH,20221027,3631.1448,3667.6645,3685.0837,3631.0639,3656.9027,-25.7579,-0.7044,117998675.0,257473315.676
000300.SH,20221026,3656.9027,3633.3107,3700.8797,3633.3107,3627.4542,29.4485,0.8118,121301548.0,242453810.572
000300.SH,20221025,3627.4542,3621.9356,3670.7327,3594.7011,3633.3733,-5.9191,-0.1629,110953882.0,219302759.597
000300.SH,20221024,3633.3733,3727.915,3762.158,3619.9876,3742.8929,-109.5196,-2.9261,130056864.0,259450743.134
000300.SH,20221021,3742.8929,3753.8903,3768.6895,3724.69,3754.9269,-12.034,-0.3205,98750038.0,180686357.677
000300.SH,20221020,3754.9269,3746.5793,3804.2468,3726.7925,3776.5335,-21.6066,-0.5721,90290895.0,203781618.922
000300.SH,20221019,3776.5335,3827.4658,3840.487,3776.5335,3838.2667,-61.7332,-1.6084,81574844.0,186736408.23
000300.SH,20221018,3838.2667,3865.8258,3870.2155,3831.1723,3846.4119,-8.1452,-0.2118,88346907.0,186556295.766
000300.SH,20221017,3846.4119,3822.2428,3849.6207,3809.1196,3842.4698,3.9421,0.1026,104192019.0,220488874.407
000300.SH,20221014,3842.4698,3783.316,3863.2265,3780.8415,3752.6729,89.7969,2.3929,116242293.0,256551271.975
000300.SH,20221013,3752.6729,3756.4176,3783.596,3749.6393,3784.3064,-31.6335,-0.8359,99018915.0,198368891.549
000300.SH,20221012,3784.3064,3722.8659,3784.3064,3661.5255,3727.6867,56.6197,1.5189,108089319.0,210931362.292
000300.SH,20221011,3727.6867,3732.0191,3739.8084,3706.0629,3720.9365,6.7502,0.1814,83944625.0,166800394.853
000300.SH,20221010,3720.9365,3806.5596,3807.4574,3715.7142,3804.8853,-83.9488,-2.2063,102647595.0,194635904.094
000300.SH,20220930,3804.8853,3833.3504,3848.6018,3801.2798,3827.1434,-22.2581,-0.5816,78559966.0,158692748.773
000300.SH,20220929,3827.1434,3864.316,3873.1823,3808.6496,3828.7098,-1.5664,-0.0409,85654142.0,171635940.008
000300.SH,20220928,3828.7098,3879.4398,3879.4398,3828.0545,3892.295,-63.5852,-1.6336,86592213.0,172438042.788
000300.SH,20220927,3892.295,3844.0692,3893.0283,3827.9265,3836.6773,55.6177,1.4496,88860160.0,185955247.353
000300.SH,20220926,3836.6773,3829.5958,3893.3186,3827.9498,3856.0212,-19.3439,-0.5017,104526031.0,192906200.254
000300.SH,20220923,3856.0212,3865.1049,3888.3958,3829.6913,3869.344,-13.3228,-0.3443,94342462.0,172904807.364
000300.SH,20220922,3869.344,3875.1771,3900.2736,3860.2308,3903.7348,-34.3908,-0.881,80946919.0,161134102.784
000300.SH,20220921,3903.7348,3921.3177,3924.3914,3884.2268,3932.8361,-29.1013,-0.74,86458391.0,168939074.343
000300.SH,20220920,3932.8361,3945.6467,3957.5538,3921.6884,3928.0001,4.836,0.1231,84824134.0,179248153.538
000300.SH,20220919,3928.0001,3928.4239,3953.6494,3910.3106,3932.6826,-4.6825,-0.1191,97719575.0,183574440.582
000300.SH,20220916,3932.6826,4013.5829,4019.4104,3932.6826,4027.1186,-94.436,-2.345,137193655.0,241251840.05
000300.SH,20220915,4027.1186,4078.6495,4088.8078,3998.8564,4065.359,-38.2404,-0.9406,123951196.0,254367492.776
000300.SH,20220914,4065.359,4058.0441,4089.0583,4047.9187,4111.1145,-45.7555,-1.113,90793681.0,185484965.111
000300.SH,20220913,4111.1145,4112.0123,4128.1113,4097.1408,4093.7874,17.3271,0.4233,111789737.0,218521062.136
000300.SH,20220909,4093.7874,4050.5853,4099.0081,4042.2498,4037.6839,56.1035,1.3895,118427114.0,221442547.204
000300.SH,20220908,4037.6839,4059.1689,4067.758,4036.0226,4054.983,-17.2991,-0.4266,100886049.0,186889047.981
000300.SH,20220907,4054.983,4032.7231,4067.5437,4028.374,4052.2802,2.7028,0.0667,107678059.0,215147152.182
000300.SH,20220906,4052.2802,4024.4726,4054.004,4009.5826,4015.4264,36.8538,0.9178,113506265.0,235921838.118
000300.SH,20220905,4015.4264,4010.4052,4016.9986,3982.7395,4023.6131,-8.1867,-0.2035,93767109.0,201118696.559
000300.SH,20220902,4023.6131,4054.8423,4056.1805,4004.911,4043.7395,-20.1264,-0.4977,86789278.0,184468327.006
000300.SH,20220901,4043.7395,4066.1869,4090.8852,4041.1281,4078.8402,-35.1007,-0.8606,97387071.0,210898503.454
000300.SH,20220831,4078.8402,4057.1443,4112.8485,4046.6225,4075.7937,3.0465,0.0747,132449765.0,292974665.546
000300.SH,20220830,4075.7937,4088.5262,4093.1356,4048.5244,4089.5205,-13.7268,-0.3357,93301662.0,192649001.278
000300.SH,20220829,4089.5205,4063.8825,4092.9474,4059.5963,4107.5455,-18.025,-0.4388,94354432.0,203086114.712
000300.SH,20220826,4107.5455,4127.8142,4139.7879,4102.6818,4116.2396,-8.6941,-0.2112,99000493.0,225519196.8
000300.SH,20220825,4116.2396,4093.2949,4119.6196,4058.7454,4082.4195,33.8201,0.8284,111320745.0,242149581.478
000300.SH,20220824,4082.4195,4168.5764,4174.1565,4079.0934,4161.0823,-78.6628,-1.8904,119069679.0,262844309.316
000300.SH,20220823,4161.0823,4175.5314,4187.3875,4147.4127,4181.3965,-20.3142,-0.4858,103153512.0,239101330.833
000300.SH,20220822,4181.3965,4135.1623,4183.6498,4134.2008,4151.0738,30.3227,0.7305,112442720.0,259747163.698
000300.SH,20220819,4151.0738,4174.5458,4185.6579,4151.0738,4180.0996,-29.0258,-0.6944,117402978.0,262494128.152
000300.SH,20220818,4180.0996,4205.7851,4211.9141,4173.541,4216.9586,-36.859,-0.8741,101052650.0,233115491.39
000300.SH,20220817,4216.9586,4182.5668,4222.7866,4155.1734,4177.837,39.1216,0.9364,112864659.0,252044325.052
000300.SH,20220816,4177.837,4190.5269,4208.8006,4170.5197,4185.6794,-7.8424,-0.1874,93906139.0,233818584.732
000300.SH,20220815,4185.6794,4180.0006,4219.9183,4174.3,4191.152,-5.4726,-0.1306,105898495.0,245539800.985
000300.SH,20220812,4191.152,4185.4203,4202.4663,4175.0501,4193.5428,-2.3908,-0.057,106808295.0,219208055.255
000300.SH,20220811,4193.5428,4130.741,4193.8115,4116.0558,4109.7373,83.8055,2.0392,121385051.0,269630998.407
000300.SH,20220810,4109.7373,4149.2071,4160.7871,4092.5455,4156.2907,-46.5534,-1.1201,85565839.0,217447368.47
000300.SH,20220809,4156.2907,4143.666,4161.8086,4131.4252,4148.0746,8.2161,0.1981,84136959.0,214223692.26
000300.SH,20220808,4148.0746,4142.1111,4155.7301,4135.0809,4156.9111,-8.8365,-0.2126,90208138.0,224080812.055
000300.SH,20220805,4156.9111,4109.6287,4159.485,4097.8625,4101.5367,55.3744,1.3501,102571004.0,247325902.015
000300.SH,20220804,4101.5367,4089.4419,4108.1591,4064.6594,4066.9754,34.5613,0.8498,89532644.0,216898674.902
000300.SH,20220803,4066.9754,4114.8251,4150.9804,4058.1792,4107.024,-40.0486,-0.9751,116666124.0,268695834.765
000300.SH,20220802,4107.024,4144.3765,4144.3765,4071.431,4188.6784,-81.6544,-1.9494,142224425.0,281013555.28
000300.SH,20220801,4188.6784,4160.6478,4196.5743,4129.4528,4170.1019,18.5765,0.4455,107749029.0,251125308.598
000300.SH,20220729,4170.1019,4226.4245,4243.5143,4160.8735,4225.6733,-55.5714,-1.3151,114179286.0,253198574.648
000300.SH,20220728,4225.6733,4242.2743,4267.9181,4223.029,4225.0357,0.6376,0.0151,107531930.0,243871486.472
000300.SH,20220727,4225.0357,4236.154,4242.0951,4217.2809,4245.9758,-20.9401,-0.4932,78904940.0,194245303.807
000300.SH,20220726,4245.9758,4220.0911,4259.9854,4214.5343,4212.6441,33.3317,0.7912,85823274.0,197601406.374
000300.SH,20220725,4212.6441,4233.9277,4234.8448,4201.919,4238.2341,-25.59,-0.6038,83636664.0,188136426.673
000300.SH,20220722,4238.2341,4251.7867,4275.4696,4207.3135,4236.0578,2.1763,0.0514,103840624.0,224295333.457
000300.SH,20220721,4236.0578,4270.3624,4283.1471,4236.0499,4283.8027,-47.7449,-1.1145,117156344.0,239228146.812
000300.SH,20220720,4283.8027,4291.2808,4303.3668,4269.9717,4269.3401,14.4626,0.3388,94490144.0,212301881.408
000300.SH,20220719,4269.3401,4288.4441,4288.4441,4238.8238,4292.5858,-23.2457,-0.5415,103805730.0,231117731.807
000300.SH,20220718,4292.5858,4262.1539,4300.7777,4217.5064,4248.5273,44.0585,1.037,122601192.0,281055128.64
000300.SH,20220715,4248.5273,4299.4714,4344.8572,4248.5273,4322.0742,-73.5469,-1.7017,150214453.0,316793192.67
000300.SH,20220714,4322.0742,4308.8229,4352.0978,4292.7595,4321.4617,0.6125,0.0142,145250926.0,301569861.037
000300.SH,20220713,4321.4617,4313.3589,4341.4663,4284.9419,4313.6184,7.8433,0.1818,131113179.0,286075545.407
000300.SH,20220712,4313.6184,4352.6456,4370.3411,4296.6215,4354.6167,-40.9983,-0.9415,130187838.0,291072311.85
000300.SH,20220711,4354.6167,4406.1476,4406.1476,4330.5819,4428.781,-74.1643,-1.6746,134448578.0,299195233.43
000300.SH,20220708,4428.781,4468.0627,4479.4937,4426.8856,4443.4736,-14.6926,-0.3307,123195739.0,304031107.303
000300.SH,20220707,4443.4736,4425.2814,4457.3431,4391.1938,4423.9698,19.5038,0.4409,132660906.0,328133133.657
000300.SH,20220706,4423.9698,4475.4815,4484.3615,4393.4165,4489.5383,-65.5685,-1.4605,149800235.0,344672707.728
000300.SH,20220705,4489.5383,4505.4572,4530.3245,4439.4511,4496.0303,-6.492,-0.1444,154962415.0,361891850.839
000300.SH,20220704,4496.0303,4447.2159,4496.0338,4427.8232,4466.7179,29.3124,0.6562,146345651.0,356968521.261
000300.SH,20220701,4466.7179,4489.5204,4500.9853,4449.2914,4485.0108,-18.2929,-0.4079,144779599.0,318492130.2
000300.SH,20220630,4485.0108,4418.0656,4514.9968,4418.0656,4421.357,63.6538,1.4397,156666289.0,354343886.76
000300.SH,20220629,4421.357,4472.7346,4503.1307,4413.9961,4490.5166,-69.1596,-1.5401,187276688.0,395926107.699
000300.SH,20220628,4490.5166,4442.5811,4497.8949,4407.3519,4444.2639,46.2527,1.0407,174756489.0,361685970.664
000300.SH,20220627,4444.2639,4414.3321,4472.6948,4414.3321,4394.7723,49.4916,1.1261,177385676.0,381432966.328
000300.SH,20220624,4394.7723,4354.553,4400.6852,4346.1221,4343.8781,50.8942,1.1716,168972199.0,356054750.522
000300.SH,20220623,4343.8781,4277.9555,4343.8781,4260.9002,4270.6227,73.2554,1.7153,170882360.0,327144780.544
000300.SH,20220622,4270.6227,4331.902,4333.1827,4269.2456,4325.5657,-54.943,-1.2702,158565854.0,298656263.311
000300.SH,20220621,4325.5657,4327.9159,4357.3396,4287.1406,4330.4328,-4.8671,-0.1124,164667615.0,317163317.74
000300.SH,20220620,4330.4328,4322.8324,4368.3555,4297.8912,4309.0444,21.3884,0.4964,165666382.0,359569296.86
000300.SH,20220617,4309.0444,4219.2339,4318.7655,4218.6817,4250.0614,58.983,1.3878,158649098.0,346675726.829
000300.SH,20220616,4250.0614,4282.0827,4302.9212,4241.075,4278.2178,-28.1564,-0.6581,184074416.0,337235911.542
000300.SH,20220615,4278.2178,4228.2926,4348.4226,4228.2926,4222.3114,55.9064,1.3241,257046590.0,459766820.665
000300.SH,20220614,4222.3114,4143.2232,4224.0857,4102.929,4189.3527,32.9587,0.7867,171385904.0,335418557.932
000300.SH,20220613,4189.3527,4194.4574,4218.2327,4156.7146,4238.9936,-49.6409,-1.1711,168475622.0,336585670.508
000300.SH,20220610,4238.9936,4145.6505,4241.3541,4140.2203,4175.6747,63.3189,1.5164,184796214.0,324091440.663
000300.SH,20220609,4175.6747,4211.7225,4227.4484,4160.8814,4219.8122,-44.1375,-1.046,168449154.0,285172804.212
000300.SH,20220608,4219.8122,4187.1483,4224.8096,4158.0329,4179.1285,40.6837,0.9735,157374057.0,319480252.837
000300.SH,20220607,4179.1285,4165.6899,4198.0863,4155.1683,4166.085,13.0435,0.3131,142992881.0,285733722.333
000300.SH,20220606,4166.085,4090.5286,4166.6151,4063.9057,4089.5682,76.5168,1.871,167871011.0,324075626.903
000300.SH,20220602,4089.5682,4063.9996,4091.152,4057.9135,4083.1772,6.391,0.1565,113893638.0,222657537.906
000300.SH,20220601,4083.1772,4086.6177,4094.9008,4058.8468,4091.5176,-8.3404,-0.2038,114850879.0,225416237.873
000300.SH,20220531,4091.5176,4031.7621,4096.1971,4020.3781,4029.0179,62.4997,1.5512,135415513.0,267770088.726
000300.SH,20220530,4029.0179,4020.8584,4040.819,4003.3768,4001.2988,27.7191,0.6928,111152241.0,211144721.616
000300.SH,20220527,4001.2988,4022.7095,4051.1428,3983.3838,3993.0446,8.2542,0.2067,112769337.0,206944426.227
000300.SH,20220526,3993.0446,3987.6815,4015.7468,3938.2389,3983.1784,9.8662,0.2477,126263689.0,216987025.401
000300.SH,20220525,3983.1784,3959.7672,3983.6236,3946.8083,3959.1541,24.0243,0.6068,107734015.0,188700537.391
000300.SH,20220524,3959.1541,4052.8675,4055.783,3959.1541,4053.9823,-94.8282,-2.3391,145554336.0,247713039.713
000300.SH,20220523,4053.9823,4080.9694,4080.9694,4029.0846,4077.5998,-23.6175,-0.5792,130477810.0,225981540.919
000300.SH,20220520,4077.5998,4020.8162,4077.6016,4020.8162,3999.5984,78.0014,1.9502,147069173.0,265609089.943
000300.SH,20220519,3999.5984,3938.2964,3999.5984,3933.7452,3991.9069,7.6915,0.1927,116293420.0,210206681.642
000300.SH,20220518,3991.9069,4015.0134,4017.341,3964.7503,4005.8934,-13.9865,-0.3491,108074233.0,201800666.052
000300.SH,20220517,4005.8934,3961.7605,4005.8934,3955.1018,3956.5378,49.3556,1.2474,109661454.0,210117539.7
000300.SH,20220516,3956.5378,4014.9955,4018.0283,3947.7461,3988.6002,-32.0624,-0.8039,112425294.0,199717909.5
000300.SH,20220513,3988.6002,3983.8201,4003.8539,3957.1392,3958.74,29.8602,0.7543,109968357.0,195727044.9
000300.SH,20220512,3958.74,3949.949,3985.9268,3935.5886,3976.4231,-17.6831,-0.4447,113376066.0,202029156.4
000300.SH,20220511,3976.4231,3917.9322,4033.3026,3916.5249,3919.8684,56.5547,1.4428,165632256.0,309294912.8
000300.SH,20220510,3919.8684,3820.6278,3932.6823,3808.5699,3877.4364,42.432,1.0943,136416918.0,239060211.933
000300.SH,20220509,3877.4364,3883.9514,3914.1116,3854.9353,3908.815,-31.3786,-0.8028,92936694.0,171756502.864
000300.SH,20220506,3908.815,3928.8548,3947.2378,3902.051,4010.2102,-101.3952,-2.5284,123005551.0,214825174.047
000300.SH,20220505,4010.2102,3995.3533,4039.7,3988.9312,4016.241,-6.0308,-0.1502,154170716.0,290538230.663
000300.SH,20220429,4016.241,3939.6238,4017.4281,3898.5701,3921.1073,95.1337,2.4262,179458377.0,321414877.428
000300.SH,20220428,3921.1073,3883.4196,3943.4349,3873.5781,3895.5361,25.5712,0.6564,153056586.0,268502242.453
000300.SH,20220427,3895.5361,3758.0835,3895.731,3757.0859,3784.1198,111.4163,2.9443,172734046.0,296924102.939
000300.SH,20220426,3784.1198,3822.4887,3871.8498,3773.8986,3814.9127,-30.7929,-0.8072,157577611.0,259626354.225
000300.SH,20220425,3814.9127,3933.4459,3958.2102,3814.9127,4013.2498,-198.3371,-4.9421,168364502.0,272889272.275
000300.SH,20220422,4013.2498,3967.2016,4037.084,3953.7217,3995.83,17.4198,0.4359,122101811.0,206371766.716
000300.SH,20220421,3995.83,4048.7338,4086.4393,3978.3669,4070.7889,-74.9589,-1.8414,132783828.0,227026679.682
000300.SH,20220420,4070.7889,4130.5427,4136.1661,4060.5044,4134.9017,-64.1128,-1.5505,117331658.0,216536635.695
000300.SH,20220419,4134.9017,4161.9328,4186.9389,4115.4184,4166.3844,-31.4827,-0.7556,110217471.0,208570579.129
000300.SH,20220418,4166.3844,4152.9306,4171.7427,4119.9941,4188.7472,-22.3628,-0.5339,117504610.0,212855328.187
000300.SH,20220415,4188.7472,4162.3718,4211.3174,4152.974,4191.5684,-2.8212,-0.0673,124762263.0,226229740.275
000300.SH,20220414,4191.5684,4172.6443,4217.0612,4155.5509,4139.737,51.8314,1.252,124791316.0,245993822.041
000300.SH,20220413,4139.737,4154.4121,4194.0374,4139.737,4179.9727,-40.2357,-0.9626,125097489.0,221281029.56
000300.SH,20220412,4179.9727,4102.9711,4179.9727,4075.796,4100.0703,79.9024,1.9488,144285684.0,252830412.756
000300.SH,20220411,4100.0703,4203.7902,4203.7902,4089.0934,4230.7669,-130.6966,-3.0892,148197071.0,265224932.472
000300.SH,20220408,4230.7669,4213.2107,4237.8126,4175.5287,4209.0998,21.6671,0.5148,142843793.0,229081764.759
000300.SH,20220407,4209.0998,4240.0237,4278.1127,4205.743,4263.8411,-54.7413,-1.2838,134880353.0,216996185.504
000300.SH,20220406,4263.8411,4258.8325,4277.5238,4236.7283,4276.158,-12.3169,-0.288,159062195.0,253690929.898
000300.SH,20220401,4276.158,4198.8191,4290.671,4190.0835,4222.5968,53.5612,1.2684,133803053.0,244758870.755
000300.SH,20220331,4222.5968,4234.7159,4247.3602,4214.5352,4254.0989,-31.5021,-0.7405,134029185.0,238877216.806
000300.SH,20220330,4254.0989,4162.1666,4254.0989,4160.7351,4134.1441,119.9548,2.9016,138346024.0,268869181.171
000300.SH,20220329,4134.1441,4155.4182,4177.2134,4124.7179,4148.4663,-14.3222,-0.3452,100266972.0,199463853.668
000300.SH,20220328,4148.4663,4128.8379,4174.1206,4091.2978,4174.5742,-26.1079,-0.6254,118449021.0,213468973.998
000300.SH,20220325,4174.5742,4249.0731,4254.8449,4173.93,4251.3061,-76.7319,-1.8049,108808046.0,217013187.265
000300.SH,20220324,4251.3061,4249.5328,4273.9568,4216.8506,4276.5174,-25.2113,-0.5895,108918272.0,219594430.54
000300.SH,20220323,4276.5174,4269.6088,4287.5771,4241.957,4255.295,21.2224,0.4987,117089078.0,226390778.403
000300.SH,20220322,4255.295,4252.5658,4283.3344,4236.6888,4258.7459,-3.4509,-0.081,126382470.0,226213533.985
000300.SH,20220321,4258.7459,4280.1397,4287.8166,4223.024,4265.9017,-7.1558,-0.1677,127036360.0,251214543.321
000300.SH,20220318,4265.9017,4218.4736,4283.3679,4194.9402,4237.6956,28.2061,0.6656,149458305.0,275791291.073
000300.SH,20220317,4237.6956,4237.6722,4302.7426,4217.8038,4156.081,81.6146,1.9637,179407344.0,385039197.286
000300.SH,20220316,4156.081,4053.099,4168.5853,3942.861,3983.812,172.269,4.3242,196021982.0,378883588.29
000300.SH,20220315,3983.812,4125.4866,4163.4176,3983.812,4174.7577,-190.9457,-4.5738,202524699.0,346988947.368
000300.SH,20220314,4174.7577,4248.1526,4280.3609,4174.7577,4306.5217,-131.764,-3.0596,130187236.0,260691659.461
000300.SH,20220311,4306.5217,4231.1961,4316.044,4176.4522,4292.8374,13.6843,0.3188,152399921.0,295008832.432
000300.SH,20220310,4292.8374,4326.2035,4335.6731,4288.5078,4226.3463,66.4911,1.5733,145266383.0,301636182.195
000300.SH,20220309,4226.3463,4280.9789,4304.482,4068.193,4265.391,-39.0447,-0.9154,194232900.0,341009391.866
000300.SH,20220308,4265.391,4361.6424,4383.6467,4252.5386,4352.7775,-87.3865,-2.0076,167863277.0,315176698.371
000300.SH,20220307,4352.7775,4462.5174,4462.5174,4338.3042,4496.4301,-143.6526,-3.1948,162197706.0,306898527.658
000300.SH,20220304,4496.4301,4513.3636,4539.3925,4481.4927,4551.6283,-55.1982,-1.2127,127266806.0,249970282.271
000300.SH,20220303,4551.6283,4595.0249,4599.3973,4544.4313,4578.6007,-26.9724,-0.5891,138285877.0,242701771.996
